NOME,AREA,DECL,DURC,VCHU,IMPV,TIPO,DIAM,LESC,PMAX,VAZT,VTOT,RAZA,KSAT,ALTC,CLBO,VSUP,VINF,VGER,PSUP,PINF,VINI,VEVA,VRET,VSTO,ERRO,CENARIO 
P90,,,115,57.9,,rua,,,60.46,60.46,0.0705,,,1.0,,70.5,,,,,,,,,,05
P91,,,115,57.9,,rua,,,,,,,,1.0,,,,,,,,,,,,05
P92,,,115,57.9,,rua,,,63.69,63.69,0.0741,,,1.0,,74.1,,,,,,,,,,05
P93,,,115,57.9,,rua,,,,,,,,1.0,,,,,,,,,,,,05
P94,,,115,57.9,,rua,,,41.54,41.54,0.0485,,,1.0,,48.5,,,,,,,,,,05
P95,,,115,57.9,,rua,,,,,,,,1.0,,,,,,,,,,,,05
P96,,,115,57.9,,rua,,,55.31,55.31,0.0644,,,1.0,,64.4,,,,,,,,,,05
P97,,,115,57.9,,rua,,,,,,,,1.0,,,,,,,,,,,,05
B140,0.0662,9.74,115,54.3,87.5,rua,0.4,18.75,0.16,61.24,0.0747,40.82666666666667,89.0,1.5,Transbordamento,53.54,2.6,57.78,92.66182069920389,4.499826929733472,61.59,0.0,0.0,4.71,0.04,06
B139,0.0654,10.0,115,54.3,87.5,rua,0.6,18.75,0.44,763.99,0.0377,574.4285714285714,89.0,1.33,Transbordamento,53.54,2.6,57.78,92.66182069920389,4.499826929733472,61.59,0.0,0.0,4.71,0.04,06
B141,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.16,61.24,0.0747,40.82666666666667,89.0,1.5,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B142,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.16,61.24,0.0747,40.82666666666667,89.0,1.5,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B144,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.19,29.88,0.0365,16.786516853932582,89.0,1.78,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B145,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.19,29.88,0.0365,16.786516853932582,89.0,1.78,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B146,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.25,44.82,0.0547,28.0125,89.0,1.6,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B147,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.25,44.82,0.0547,28.0125,89.0,1.6,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B148,0.0315,9.74,115,54.3,87.5,rua,0.4,18.75,0.25,44.82,0.0547,28.0125,89.0,1.6,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B149,0.0618,9.74,115,54.3,87.5,rua,0.4,15.75,0.55,29.26,0.0356,0.0861111111111111,89.0,1.8,Normal,53.49,2.6,57.72,92.67151767151768,4.504504504504505,61.59,0.0,0.0,4.7,0.04,06
B108,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.77,382.1,0.0725,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B42,0.0315,1.0,115,54.3,87.5,rua,0.6,18.75,0.97,603.71,0.0663,0.3058333333333333,89.0,1.2,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B40,0.0315,1.0,115,54.3,87.5,rua,0.6,18.75,0.44,487.85,0.0543,396.6260162601626,89.0,1.23,Transbordamento,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B38,0.0315,1.0,115,54.3,87.5,rua,0.6,18.75,0.44,487.85,0.0543,396.6260162601626,89.0,1.23,Transbordamento,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B36,0.0315,1.0,115,54.3,87.5,rua,0.6,18.75,0.44,487.85,0.0543,396.6260162601626,89.0,1.23,Transbordamento,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B34,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.51,419.83,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B32,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.51,419.83,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B30,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.51,419.83,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B9,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,259.26,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B7,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.59,145.14,0.0728,0.0,89.0,1.0,Normal,53.38,2.6,58.07,91.9235405545032,4.477354916480111,61.59,0.0,0.0,4.68,0.02,06
B5,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.59,145.14,0.0728,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B3,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.59,145.14,0.0728,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B1,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.59,145.14,0.0728,0.0,89.0,1.0,Normal,53.38,2.6,58.07,91.9235405545032,4.477354916480111,61.59,0.0,0.0,4.68,0.02,06
B23,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.18,292.58,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,58.07,91.9235405545032,4.477354916480111,61.59,0.0,0.0,4.68,0.02,06
B21,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.18,292.58,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B19,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.18,292.58,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B17,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.18,292.58,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B15,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,259.26,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B13,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,259.26,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B11,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,259.26,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B129,0.0315,10.0,115,54.3,87.5,rua,0.4,18.75,0.16,92.62,0.113,45.180487804878055,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B127,0.0315,10.0,115,54.3,87.5,rua,0.4,18.75,0.16,92.62,0.113,45.180487804878055,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B125,0.0315,10.0,115,54.3,87.5,rua,0.4,18.75,0.16,92.62,0.113,45.180487804878055,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B123,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.16,92.62,0.113,45.180487804878055,89.0,2.05,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B121,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.15,44.79,0.0546,44.79,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B120,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.15,44.79,0.0546,44.79,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B119,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.15,44.79,0.0546,44.79,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B113,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.42,73.6,0.0898,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B111,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.42,73.6,0.0898,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B109,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.6,1.201,0.601,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B107,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.6,1.201,0.601,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B105,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.6,1.201,0.601,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B103,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.6,1.201,0.601,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B101,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.61,55.66,0.0535,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
BB118,0.0618,3.74,115,54.3,87.5,rua,0.4,22.0,1.26,43.06,0.0356,0.6338235294117647,89.0,1.36,Normal,53.44,2.6,57.66,92.68123482483524,4.509191814082554,61.59,0.0,0.0,4.69,0.04,06
B99,0.0618,1.29,115,54.3,87.5,rua,0.4,18.75,1.61,55.66,0.0535,0.0,89.0,1.0,Normal,53.13,2.6,57.3,92.72251308900525,4.537521815008726,61.59,0.0,0.0,4.64,0.04,06
B28,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,2.05,324.15,0.0706,0.0,89.0,1.0,Normal,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
B115,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.42,73.6,0.0898,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B22,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,1.61,1.01,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B20,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,1.61,1.01,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B18,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,1.61,1.01,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B16,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.85,189.88,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B14,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.85,189.88,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B12,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.85,189.88,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B10,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.85,189.88,0.0725,0.0,89.0,0.98,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B8,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.42,147.26,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,58.07,91.9235405545032,4.477354916480111,61.59,0.0,0.0,4.68,0.02,06
B6,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.42,147.26,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B4,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.42,147.26,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B2,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.42,147.26,0.0726,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B29,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.34,73.42,0.0897,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B31,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.34,73.42,0.0897,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B33,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.34,73.42,0.0897,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B35.,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.27,44.79,0.0545,36.41463414634146,89.0,1.23,Transbordamento,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B37,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.27,44.79,0.0545,36.41463414634146,89.0,1.23,Transbordamento,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B39,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.27,44.79,0.0545,36.41463414634146,89.0,1.23,Transbordamento,53.38,2.6,58.07,91.9235405545032,4.477354916480111,61.59,0.0,0.0,4.68,0.02,06
B41,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,63.17,0.0774,0.3455284552845528,89.0,1.23,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B43,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,63.17,0.0774,0.3455284552845528,89.0,1.23,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B27,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,1.34,73.42,0.0897,0.0,89.0,1.0,Normal,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
B25,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,2.05,324.15,0.0706,0.0,89.0,1.0,Normal,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
B24,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,2.01,1.61,1.01,0.0,89.0,1.0,Normal,53.06,2.6,57.68,91.99029126213593,4.507628294036061,61.59,0.0,0.0,4.62,0.04,06
B67,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,0.77,43.69,0.0353,0.4251428571428571,89.0,0.875,Normal,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
B68,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,73.42,0.0897,0.433,89.0,1.0,Normal,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
B98,0.0618,1.29,115,54.3,87.5,rua,0.4,18.75,1.93,246.42,0.0898,0.0,89.0,1.075,Normal,53.13,2.6,57.3,92.72251308900525,4.537521815008726,61.59,0.0,0.0,4.64,0.04,06
B97,0.0618,1.29,115,54.3,87.5,rua,0.4,12.75,1.36,0.961,0.286,0.0,89.0,1.075,Normal,52.89,2.6,57.02,92.75692739389687,4.559803577692038,61.59,0.0,0.0,4.59,0.04,06
B46,0.042,1.0,115,54.3,87.5,rua,0.6,18.75,0.97,603.71,0.0663,0.3058333333333333,89.0,1.2,Normal,53.28,2.6,57.48,92.69311064718164,4.523312456506611,61.59,0.0,0.0,4.66,0.02,06
B45,0.0721,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,63.17,0.0774,0.3455284552845528,89.0,1.23,Normal,53.0,2.6,57.14,92.7546377318866,4.550227511375569,61.59,0.0,0.0,4.61,0.04,06
B47,0.0738,1.0,115,54.3,87.5,rua,0.6,18.75,0.39,642.61,0.0783,514.088,89.0,1.25,Transbordamento,52.98,2.6,57.12,92.75210084033614,4.551820728291317,61.59,0.0,0.0,4.6,0.04,06
B44,0.042,1.0,115,54.3,87.5,rua,0.6,18.75,0.97,603.71,0.0663,0.3058333333333333,89.0,1.2,Normal,53.28,2.6,57.47,92.70923960327129,4.524099530189664,61.59,0.0,0.0,4.66,0.02,06
B122,0.0618,3.74,115,54.3,87.5,rua,0.4,23.0,1.37,496.33,0.0356,0.0,89.0,1.36,Normal,53.45,2.6,57.68,92.66643550624134,4.507628294036061,61.59,0.0,0.0,4.7,0.04,06
B124,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.32,582.17,0.0546,582.17,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B126,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.32,582.17,0.0546,582.17,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B128,0.0315,3.74,115,54.3,87.5,rua,0.4,18.75,0.32,582.17,0.0546,582.17,89.0,1.0,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B130,0.0315,3.74,115,54.3,87.5,rua,0.6,18.75,0.31,733.64,0.0729,357.8731707317073,89.0,2.05,Transbordamento,53.6,2.6,57.85,92.6534140017286,4.49438202247191,61.59,0.0,0.0,4.72,0.02,06
B132,0.0315,10.0,115,54.3,87.5,rua,0.6,18.75,0.31,733.64,0.0729,357.8731707317073,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B135,0.0315,10.0,115,54.3,87.5,rua,0.6,18.75,0.31,733.64,0.0729,357.8731707317073,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
B137,0.0315,10.0,115,54.3,87.5,rua,0.6,18.75,0.31,733.64,0.0729,357.8731707317073,89.0,2.05,Transbordamento,53.7,2.6,57.97,92.6341210971192,4.485078488873556,61.59,0.0,0.0,4.74,0.02,06
BBB118,0.0618,1.29,115,54.3,87.5,rua,0.4,18.75,1.58,452.74,0.0898,0.0,89.0,1.0,Normal,53.13,2.6,57.3,92.72251308900525,4.537521815008726,61.59,0.0,0.0,4.64,0.04,06
B48,0.0618,1.0,115,54.3,87.5,rua,0.4,18.75,0.21,58.54,0.0715,35.47878787878788,89.0,1.65,Transbordamento,53.06,2.6,57.22,92.7298147500874,4.543865781195387,61.59,0.0,0.0,4.62,0.04,06
BB117,0.0618,1.29,115,54.3,87.5,rua,0.4,18.75,1.42,73.6,0.0898,0.0,89.0,1.0,Normal,53.13,2.6,57.3,92.72251308900525,4.537521815008726,61.59,0.0,0.0,4.64,0.04,06
B83,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.02,165.69,0.0906,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B81,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.02,165.69,0.0906,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B79,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.02,165.69,0.0906,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B77,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.02,165.69,0.0906,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B75,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.02,165.69,0.0906,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B73,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.29,280.59,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B71,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.29,280.59,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B69,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.29,280.59,0.0543,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B70,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,73.42,0.0897,0.433,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B72,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,73.42,0.0897,0.433,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B74,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,0.83,73.42,0.0897,0.433,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B76,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.0,0.604,0.004,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B78,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.0,0.604,0.004,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B80,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.0,0.604,0.004,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B82,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.0,0.604,0.004,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B84,0.0315,1.0,115,54.3,87.5,rua,0.4,18.75,1.0,0.604,0.004,0.0,89.0,1.0,Normal,53.38,2.6,57.6,92.67361111111111,4.513888888888888,61.59,0.0,0.0,4.68,0.02,06
B85,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,101.53,0.0725,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B86,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,101.53,0.0725,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B88,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,101.53,0.0725,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B90,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,101.53,0.0725,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B92,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.93,246.42,0.0898,0.0,89.0,1.075,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B94,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.93,246.42,0.0898,0.0,89.0,1.075,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B96,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.93,246.42,0.0898,0.0,89.0,1.075,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B95,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.36,0.961,0.286,0.0,89.0,1.075,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B93,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.36,0.961,0.286,0.0,89.0,1.075,Normal,53.44,2.6,57.67,92.66516386336048,4.508409918501821,61.59,0.0,0.0,4.69,0.02,06
B91,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.36,0.961,0.286,0.0,89.0,1.075,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B89,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,0.6,,0.6,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B87,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.0,0.6,,0.6,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
B116,0.0315,1.29,115,54.3,87.5,rua,0.4,18.75,1.58,452.74,0.0898,0.0,89.0,1.0,Normal,53.43,2.6,57.65,92.67996530789246,4.509973980919342,61.59,0.0,0.0,4.69,0.02,06
